run_timestamp,site_name,origin_month,target_month,model_name,output_type,yhat
2026-05-10T09:17:55,Site B,2026-03,2026-05,XGBoost,lower_95,13.781501770019531
2026-05-10T09:17:55,Site B,2026-03,2026-05,XGBoost,upper_95,16.769454956054688
2026-05-10T09:17:55,Site B,2026-03,2026-06,XGBoost,forecast_flowrate,14.22740364074707
2026-05-10T09:17:55,Site B,2026-03,2026-06,XGBoost,lower_95,12.733427047729492
2026-05-10T09:17:55,Site B,2026-03,2026-06,XGBoost,upper_95,15.721380233764648
2026-05-10T09:17:55,Site B,2026-03,2026-07,XGBoost,forecast_flowrate,13.923043251037598
2026-05-10T09:17:55,Site B,2026-03,2026-07,XGBoost,lower_95,12.42906665802002
2026-05-10T09:17:55,Site B,2026-03,2026-07,XGBoost,upper_95,15.417019844055176
2026-05-10T09:17:55,Site B,2026-03,2026-08,XGBoost,forecast_flowrate,13.476288795471191
2026-05-10T09:17:55,Site B,2026-03,2026-08,XGBoost,lower_95,11.982312202453612
2026-05-10T09:17:55,Site B,2026-03,2026-08,XGBoost,upper_95,14.97026538848877
2026-05-10T09:17:55,Site B,2026-03,2026-09,XGBoost,forecast_flowrate,13.693467140197754
2026-05-10T09:17:55,Site B,2026-03,2026-09,XGBoost,lower_95,12.199490547180176
2026-05-10T09:17:55,Site B,2026-03,2026-09,XGBoost,upper_95,15.187443733215332
2026-05-10T09:24:36,Site B,2026-03,2026-04,XGBoost,forecast_flowrate,15.782357215881348
2026-05-10T09:24:36,Site B,2026-03,2026-04,XGBoost,lower_95,14.28838062286377
2026-05-10T09:24:36,Site B,2026-03,2026-04,XGBoost,upper_95,17.27633285522461
2026-05-10T09:24:36,Site B,2026-03,2026-05,XGBoost,forecast_flowrate,15.27547836303711
2026-05-10T09:24:36,Site B,2026-03,2026-05,XGBoost,lower_95,13.781501770019531
2026-05-10T09:24:36,Site B,2026-03,2026-05,XGBoost,upper_95,16.769454956054688
2026-05-10T09:24:36,Site B,2026-03,2026-06,XGBoost,forecast_flowrate,14.22740364074707
2026-05-10T09:24:36,Site B,2026-03,2026-06,XGBoost,lower_95,12.733427047729492
2026-05-10T09:24:36,Site B,2026-03,2026-06,XGBoost,upper_95,15.721380233764648
2026-05-10T09:24:36,Site B,2026-03,2026-07,XGBoost,forecast_flowrate,13.923043251037598
2026-05-10T09:24:36,Site B,2026-03,2026-07,XGBoost,lower_95,12.42906665802002
2026-05-10T09:24:36,Site B,2026-03,2026-07,XGBoost,upper_95,15.417019844055176
2026-05-10T09:24:36,Site B,2026-03,2026-08,XGBoost,forecast_flowrate,13.476288795471191
2026-05-10T09:24:36,Site B,2026-03,2026-08,XGBoost,lower_95,11.982312202453612
2026-05-10T09:24:36,Site B,2026-03,2026-08,XGBoost,upper_95,14.97026538848877
2026-05-10T09:24:36,Site B,2026-03,2026-09,XGBoost,forecast_flowrate,13.693467140197754
2026-05-10T09:24:36,Site B,2026-03,2026-09,XGBoost,lower_95,12.199490547180176
2026-05-10T09:24:36,Site B,2026-03,2026-09,XGBoost,upper_95,15.187443733215332
2026-05-10T09:25:36,Site B,2026-03,2026-04,XGBoost,forecast_flowrate,15.782357215881348
2026-05-10T09:25:36,Site B,2026-03,2026-04,XGBoost,lower_95,14.28838062286377
2026-05-10T09:25:36,Site B,2026-03,2026-04,XGBoost,upper_95,17.27633285522461
2026-05-10T09:25:36,Site B,2026-03,2026-05,XGBoost,forecast_flowrate,15.27547836303711
2026-05-10T09:25:36,Site B,2026-03,2026-05,XGBoost,lower_95,13.781501770019531
2026-05-10T09:25:36,Site B,2026-03,2026-05,XGBoost,upper_95,16.769454956054688
2026-05-10T09:25:36,Site B,2026-03,2026-06,XGBoost,forecast_flowrate,14.22740364074707
2026-05-10T09:25:36,Site B,2026-03,2026-06,XGBoost,lower_95,12.733427047729492
2026-05-10T09:25:36,Site B,2026-03,2026-06,XGBoost,upper_95,15.721380233764648
2026-05-10T09:25:36,Site B,2026-03,2026-07,XGBoost,forecast_flowrate,13.923043251037598
2026-05-10T09:25:36,Site B,2026-03,2026-07,XGBoost,lower_95,12.42906665802002
2026-05-10T09:25:36,Site B,2026-03,2026-07,XGBoost,upper_95,15.417019844055176
2026-05-10T09:25:36,Site B,2026-03,2026-08,XGBoost,forecast_flowrate,13.476288795471191
2026-05-10T09:25:36,Site B,2026-03,2026-08,XGBoost,lower_95,11.982312202453612
2026-05-10T09:25:36,Site B,2026-03,2026-08,XGBoost,upper_95,14.97026538848877
2026-05-10T09:25:36,Site B,2026-03,2026-09,XGBoost,forecast_flowrate,13.693467140197754
2026-05-10T09:25:36,Site B,2026-03,2026-09,XGBoost,lower_95,12.199490547180176
2026-05-10T09:25:36,Site B,2026-03,2026-09,XGBoost,upper_95,15.187443733215332
2026-05-10T09:25:45,Site K,2026-03,2026-04,XGBoost,forecast_flowrate,138.90817260742188
2026-05-10T09:25:45,Site K,2026-03,2026-04,XGBoost,lower_95,136.5742645263672
2026-05-10T09:25:45,Site K,2026-03,2026-04,XGBoost,upper_95,141.24208068847656
2026-05-10T09:25:45,Site K,2026-03,2026-05,XGBoost,forecast_flowrate,137.80584716796875
2026-05-10T09:25:45,Site K,2026-03,2026-05,XGBoost,lower_95,135.47193908691406
2026-05-10T09:25:45,Site K,2026-03,2026-05,XGBoost,upper_95,140.13975524902344
2026-05-10T09:25:45,Site K,2026-03,2026-06,XGBoost,forecast_flowrate,137.43626403808594
2026-05-10T09:25:45,Site K,2026-03,2026-06,XGBoost,lower_95,135.10235595703125
2026-05-10T09:25:45,Site K,2026-03,2026-06,XGBoost,upper_95,139.77017211914062
2026-05-10T09:25:45,Site K,2026-03,2026-07,XGBoost,forecast_flowrate,138.10516357421875
2026-05-10T09:25:45,Site K,2026-03,2026-07,XGBoost,lower_95,135.77125549316406
2026-05-10T09:25:45,Site K,2026-03,2026-07,XGBoost,upper_95,140.43907165527344
2026-05-10T09:25:45,Site K,2026-03,2026-08,XGBoost,forecast_flowrate,138.08819580078125
2026-05-10T09:25:45,Site K,2026-03,2026-08,XGBoost,lower_95,135.75428771972656
2026-05-10T09:25:45,Site K,2026-03,2026-08,XGBoost,upper_95,140.42210388183594
2026-05-10T09:25:45,Site K,2026-03,2026-09,XGBoost,forecast_flowrate,137.90538024902344
2026-05-10T09:25:45,Site K,2026-03,2026-09,XGBoost,lower_95,135.57147216796875
2026-05-10T09:25:45,Site K,2026-03,2026-09,XGBoost,upper_95,140.23928833007812
2026-05-10T09:36:47,Site K,2026-03,2026-04,XGBoost,forecast_flowrate,138.90817260742188
2026-05-10T09:36:47,Site K,2026-03,2026-04,XGBoost,lower_95,136.5742645263672
2026-05-10T09:36:47,Site K,2026-03,2026-04,XGBoost,upper_95,141.24208068847656
2026-05-10T09:36:47,Site K,2026-03,2026-05,XGBoost,forecast_flowrate,137.80584716796875
2026-05-10T09:36:47,Site K,2026-03,2026-05,XGBoost,lower_95,135.47193908691406
2026-05-10T09:36:47,Site K,2026-03,2026-05,XGBoost,upper_95,140.13975524902344
2026-05-10T09:36:47,Site K,2026-03,2026-06,XGBoost,forecast_flowrate,137.43626403808594
2026-05-10T09:36:47,Site K,2026-03,2026-06,XGBoost,lower_95,135.10235595703125
2026-05-10T09:36:47,Site K,2026-03,2026-06,XGBoost,upper_95,139.77017211914062
2026-05-10T09:36:47,Site K,2026-03,2026-07,XGBoost,forecast_flowrate,138.10516357421875
2026-05-10T09:36:47,Site K,2026-03,2026-07,XGBoost,lower_95,135.77125549316406
2026-05-10T09:36:47,Site K,2026-03,2026-07,XGBoost,upper_95,140.43907165527344
2026-05-10T09:36:47,Site K,2026-03,2026-08,XGBoost,forecast_flowrate,138.08819580078125
2026-05-10T09:36:47,Site K,2026-03,2026-08,XGBoost,lower_95,135.75428771972656
2026-05-10T09:36:47,Site K,2026-03,2026-08,XGBoost,upper_95,140.42210388183594
2026-05-10T09:36:47,Site K,2026-03,2026-09,XGBoost,forecast_flowrate,137.90538024902344
2026-05-10T09:36:47,Site K,2026-03,2026-09,XGBoost,lower_95,135.57147216796875
2026-05-10T09:36:47,Site K,2026-03,2026-09,XGBoost,upper_95,140.23928833007812
2026-05-10T09:39:39,Site L,2026-03,2026-04,XGBoost,forecast_flowrate,80.5736312866211
2026-05-10T09:39:39,Site L,2026-03,2026-04,XGBoost,lower_95,78.22503662109375
2026-05-10T09:39:39,Site L,2026-03,2026-04,XGBoost,upper_95,82.92222595214844
2026-05-10T09:39:39,Site L,2026-03,2026-05,XGBoost,forecast_flowrate,80.06417083740234
2026-05-10T09:39:39,Site L,2026-03,2026-05,XGBoost,lower_95,77.715576171875
2026-05-10T09:39:39,Site L,2026-03,2026-05,XGBoost,upper_95,82.41276550292969
2026-05-10T09:39:39,Site L,2026-03,2026-06,XGBoost,forecast_flowrate,79.36833190917969
2026-05-10T09:39:39,Site L,2026-03,2026-06,XGBoost,lower_95,77.01973724365234
2026-05-10T09:39:39,Site L,2026-03,2026-06,XGBoost,upper_95,81.71692657470703
2026-05-10T09:39:39,Site L,2026-03,2026-07,XGBoost,forecast_flowrate,79.14160919189453
2026-05-10T09:39:39,Site L,2026-03,2026-07,XGBoost,lower_95,76.79301452636719
2026-05-10T09:39:39,Site L,2026-03,2026-07,XGBoost,upper_95,81.49020385742188
2026-05-10T09:39:39,Site L,2026-03,2026-08,XGBoost,forecast_flowrate,78.4621810913086
2026-05-10T09:39:39,Site L,2026-03,2026-08,XGBoost,lower_95,76.11358642578125
2026-05-10T09:39:39,Site L,2026-03,2026-08,XGBoost,upper_95,80.81077575683594
2026-05-10T09:39:39,Site L,2026-03,2026-09,XGBoost,forecast_flowrate,77.89894104003906
2026-05-10T09:39:39,Site L,2026-03,2026-09,XGBoost,lower_95,75.55034637451172
2026-05-10T09:39:39,Site L,2026-03,2026-09,XGBoost,upper_95,80.2475357055664
2026-05-10T09:39:40,Site L,2026-03,2026-04,XGBoost,forecast_flowrate,80.5736312866211
2026-05-10T09:39:40,Site L,2026-03,2026-04,XGBoost,lower_95,78.22503662109375
2026-05-10T09:39:40,Site L,2026-03,2026-04,XGBoost,upper_95,82.92222595214844
2026-05-10T09:39:40,Site L,2026-03,2026-05,XGBoost,forecast_flowrate,80.06417083740234
2026-05-10T09:39:40,Site L,2026-03,2026-05,XGBoost,lower_95,77.715576171875
2026-05-10T09:39:40,Site L,2026-03,2026-05,XGBoost,upper_95,82.41276550292969
2026-05-10T09:39:40,Site L,2026-03,2026-06,XGBoost,forecast_flowrate,79.36833190917969
2026-05-10T09:39:40,Site L,2026-03,2026-06,XGBoost,lower_95,77.01973724365234
2026-05-10T09:39:40,Site L,2026-03,2026-06,XGBoost,upper_95,81.71692657470703
2026-05-10T09:39:40,Site L,2026-03,2026-07,XGBoost,forecast_flowrate,79.14160919189453
2026-05-10T09:39:40,Site L,2026-03,2026-07,XGBoost,lower_95,76.79301452636719
2026-05-10T09:39:40,Site L,2026-03,2026-07,XGBoost,upper_95,81.49020385742188
